transcript	stratum	expression
TRINITY_DN10424_c0_g1	ANG	-
TRINITY_DN104250_c0_g1	SPE	-
TRINITY_DN104252_c2_g1	ANG	-
TRINITY_DN104253_c4_g1	PAP	-
TRINITY_DN104254_c3_g1	ANG	-
TRINITY_DN104255_c0_g1	PAP	-
TRINITY_DN104257_c1_g1	PAP	-
TRINITY_DN104258_c0_g1	ANG	-
TRINITY_DN104259_c0_g1	species-specific	-
TRINITY_DN10425_c0_g1	PAP	-
TRINITY_DN104261_c0_g1	ANG	-
TRINITY_DN104264_c0_g1	ANG	-
TRINITY_DN104266_c0_g1	ANG	-
TRINITY_DN104269_c0_g1	SPE	-
TRINITY_DN10426_c0_g1	ANG	-
TRINITY_DN104273_c0_g1	ANG	-
TRINITY_DN104277_c0_g1	species-specific	-
TRINITY_DN104282_c0_g1	PAP	-
TRINITY_DN104284_c0_g1	ANG	-
TRINITY_DN104288_c0_g1	ANG	-
TRINITY_DN104291_c0_g1	ANG	-
TRINITY_DN104292_c0_g1	ANG	-
TRINITY_DN104293_c0_g1	ANG	-
TRINITY_DN104295_c3_g1	ROS	-
TRINITY_DN104298_c0_g1	PAP	-
TRINITY_DN1042_c0_g1	ANG	-
TRINITY_DN104303_c0_g1	SPE	-
TRINITY_DN104304_c5_g1	SPE	-
TRINITY_DN104307_c0_g1	ANG	-
TRINITY_DN10430_c0_g1	ANG	-
TRINITY_DN104320_c0_g1	ANG	-
TRINITY_DN104322_c0_g1	SPE	-
TRINITY_DN104327_c0_g1	SPE	-
TRINITY_DN104328_c0_g1	species-specific	-
TRINITY_DN10432_c0_g1	ANG	-
TRINITY_DN104330_c1_g1	ROS	-
TRINITY_DN104332_c3_g1	SPE	-
TRINITY_DN104333_c2_g1	ANG	-
TRINITY_DN104335_c0_g1	ANG	-
TRINITY_DN104340_c0_g1	species-specific	-
TRINITY_DN104343_c0_g1	species-specific	-
TRINITY_DN104346_c0_g1	ANG	-
TRINITY_DN104347_c1_g1	ANG	-
TRINITY_DN104349_c0_g1	species-specific	-
TRINITY_DN104350_c0_g1	ANG	-
TRINITY_DN104355_c0_g1	ANG	-
TRINITY_DN10435_c0_g1	ANG	-
TRINITY_DN104364_c2_g1	ANG	-
TRINITY_DN104370_c0_g1	ANG	-
TRINITY_DN104377_c0_g1	species-specific	-
TRINITY_DN104379_c0_g1	ANG	-
TRINITY_DN104380_c0_g1	ANG	-
TRINITY_DN104386_c3_g1	ANG	-
TRINITY_DN10438_c0_g1	PAP	-
TRINITY_DN104393_c0_g1	species-specific	-
TRINITY_DN104398_c0_g1	ANG	-
TRINITY_DN10439_c0_g1	ANG	-
TRINITY_DN1043_c1_g1	SPE	-
TRINITY_DN1043_c3_g1	SPE	-
TRINITY_DN1043_c3_g2	SPE	-
TRINITY_DN1043_c3_g3	SPE	-
TRINITY_DN104402_c1_g1	ANG	-
TRINITY_DN104406_c0_g1	SPE	-
TRINITY_DN104407_c0_g1	PAP	-
TRINITY_DN104408_c0_g1	ANG	-
TRINITY_DN104410_c0_g1	ANG	-
TRINITY_DN104414_c0_g1	ANG	-
TRINITY_DN104422_c0_g1	ROS	-
TRINITY_DN104424_c0_g1	ANG	-
TRINITY_DN104427_c0_g1	ANG	-
TRINITY_DN104428_c0_g1	ANG	-
TRINITY_DN104433_c0_g1	ANG	-
TRINITY_DN10443_c1_g1	ANG	-
TRINITY_DN104442_c0_g1	ANG	-
TRINITY_DN104443_c0_g1	ANG	-
TRINITY_DN104445_c10_g1	ANG	-
TRINITY_DN104446_c0_g1	species-specific	-
TRINITY_DN10444_c0_g1	SPE	-
TRINITY_DN104451_c2_g1	ANG	-
TRINITY_DN10445_c0_g1	species-specific	-
TRINITY_DN104464_c0_g1	ANG	-
TRINITY_DN104466_c0_g1	EUD	DN
TRINITY_DN104468_c0_g1	species-specific	-
TRINITY_DN10446_c0_g1	ANG	-
TRINITY_DN104471_c0_g1	ANG	-
TRINITY_DN104478_c0_g1	ROS	-
TRINITY_DN104480_c0_g1	ANG	-
TRINITY_DN104481_c0_g1	ANG	-
TRINITY_DN104486_c2_g1	ANG	-
TRINITY_DN104488_c0_g1	species-specific	-
TRINITY_DN10448_c0_g1	species-specific	-
TRINITY_DN104496_c0_g1	EUD	-
TRINITY_DN104498_c0_g1	PAP	-
TRINITY_DN10449_c1_g1	SPE	-
TRINITY_DN1044_c1_g1	SPE	-
TRINITY_DN104506_c0_g1	species-specific	-
TRINITY_DN104510_c0_g1	ANG	-
TRINITY_DN104517_c7_g1	PAP	-
TRINITY_DN104519_c0_g1	ANG	-
TRINITY_DN104524_c0_g1	EUD	-
TRINITY_DN104526_c1_g1	ANG	-
TRINITY_DN10452_c0_g1	ANG	-
TRINITY_DN104538_c0_g1	ANG	-
TRINITY_DN104539_c0_g1	species-specific	-
TRINITY_DN10453_c0_g1	ANG	-
TRINITY_DN10453_c0_g2	species-specific	-
TRINITY_DN104544_c0_g1	PAP	-
TRINITY_DN10454_c0_g1	ANG	-
TRINITY_DN10454_c0_g2	ANG	-
TRINITY_DN104550_c1_g1	ANG	-
TRINITY_DN104554_c1_g1	ANG	-
TRINITY_DN104557_c0_g1	PAP	-
TRINITY_DN10455_c0_g1	ANG	-
TRINITY_DN10455_c1_g1	SPE	-
TRINITY_DN10456_c0_g1	PAP	-
TRINITY_DN104575_c0_g1	ANG	-
TRINITY_DN104577_c0_g1	PAP	-
TRINITY_DN104579_c0_g1	ANG	-
TRINITY_DN10457_c0_g1	species-specific	-
TRINITY_DN10457_c0_g2	species-specific	-
TRINITY_DN104582_c0_g1	ANG	-
TRINITY_DN10458_c0_g1	ANG	-
TRINITY_DN104598_c0_g1	ANG	-
TRINITY_DN10459_c0_g1	species-specific	-
TRINITY_DN1045_c0_g1	SPE	-
TRINITY_DN1045_c1_g1	ANG	-
TRINITY_DN104600_c0_g1	ANG	-
TRINITY_DN104601_c0_g1	species-specific	-
TRINITY_DN104602_c0_g1	ANG	-
TRINITY_DN104606_c0_g1	species-specific	-
TRINITY_DN104617_c0_g1	species-specific	-
TRINITY_DN104619_c1_g1	ANG	-
TRINITY_DN10461_c0_g1	ANG	-
TRINITY_DN104623_c1_g1	ANG	-
TRINITY_DN104628_c1_g1	PAP	-
TRINITY_DN10462_c0_g1	ANG	-
TRINITY_DN104635_c0_g1	ANG	-
TRINITY_DN10463_c0_g1	ANG	-
TRINITY_DN104641_c0_g1	ANG	-
TRINITY_DN104644_c0_g1	species-specific	-
TRINITY_DN104657_c0_g1	EUD	-
TRINITY_DN104667_c0_g1	species-specific	-
TRINITY_DN10466_c0_g1	PAP	-
TRINITY_DN104670_c1_g1	ANG	-
TRINITY_DN104678_c0_g1	species-specific	-
TRINITY_DN10467_c0_g1	ANG	-
TRINITY_DN104682_c0_g1	species-specific	-
TRINITY_DN104686_c0_g1	PAP	-
TRINITY_DN104695_c0_g1	SPE	-
TRINITY_DN104696_c0_g1	ANG	-
TRINITY_DN1046_c0_g1	ANG	-
TRINITY_DN1046_c0_g2	ANG	-
TRINITY_DN104705_c0_g1	ANG	-
TRINITY_DN104715_c2_g1	ANG	-
TRINITY_DN10472_c0_g1	ANG	-
TRINITY_DN104744_c0_g1	ANG	-
TRINITY_DN10474_c0_g1	ANG	-
TRINITY_DN104754_c0_g1	ANG	-
TRINITY_DN104760_c0_g1	PAP	-
TRINITY_DN104765_c0_g1	ANG	-
TRINITY_DN104767_c0_g1	ANG	-
TRINITY_DN104769_c0_g1	species-specific	-
TRINITY_DN10477_c0_g1	ANG	-
TRINITY_DN104784_c0_g1	species-specific	-
TRINITY_DN10478_c0_g1	ANG	-
TRINITY_DN104791_c0_g1	species-specific	-
TRINITY_DN10479_c0_g1	SPE	-
TRINITY_DN1047_c0_g1	SPE	-
TRINITY_DN104806_c0_g1	species-specific	-
TRINITY_DN104814_c0_g1	ANG	-
TRINITY_DN10481_c0_g1	ANG	-
TRINITY_DN104846_c0_g1	PAP	-
TRINITY_DN104853_c1_g1	ANG	-
TRINITY_DN104854_c0_g1	PAP	-
TRINITY_DN104855_c0_g1	species-specific	-
TRINITY_DN104859_c0_g1	ANG	-
TRINITY_DN10485_c0_g1	ANG	-
TRINITY_DN104860_c0_g1	ANG	-
TRINITY_DN104866_c0_g1	ANG	-
TRINITY_DN10486_c0_g1	PAP	-
TRINITY_DN104872_c0_g1	species-specific	-
TRINITY_DN104888_c0_g1	ANG	-
TRINITY_DN104890_c1_g1	PAP	-
TRINITY_DN1048_c1_g2	species-specific	-
TRINITY_DN104904_c0_g1	ANG	-
TRINITY_DN104906_c0_g1	ANG	-
TRINITY_DN104907_c0_g1	SPE	-
TRINITY_DN104914_c0_g1	species-specific	-
TRINITY_DN104918_c0_g1	species-specific	-
TRINITY_DN104922_c0_g1	species-specific	-
TRINITY_DN104943_c1_g1	EUD	-
TRINITY_DN10494_c0_g1	ANG	-
TRINITY_DN10494_c0_g2	ANG	-
TRINITY_DN104950_c0_g1	ANG	-
TRINITY_DN104954_c2_g1	ANG	-
TRINITY_DN104958_c0_g1	SPE	-
TRINITY_DN10495_c2_g1	species-specific	-
TRINITY_DN104968_c0_g1	PAP	-
TRINITY_DN10496_c0_g1	ANG	-
TRINITY_DN10497_c0_g1	ANG	-
TRINITY_DN104980_c0_g1	ANG	-
TRINITY_DN104988_c0_g1	species-specific	-
TRINITY_DN10498_c0_g1	ANG	-
TRINITY_DN104991_c0_g1	EUD	-
TRINITY_DN1049_c0_g1	ANG	-
TRINITY_DN104_c0_g1	species-specific	DN
TRINITY_DN10500_c0_g1	ANG	-
TRINITY_DN105015_c1_g1	ANG	-
TRINITY_DN105028_c1_g1	PAP	-
TRINITY_DN105029_c0_g1	species-specific	-
TRINITY_DN10502_c0_g1	ANG	-
TRINITY_DN10502_c1_g1	ANG	-
TRINITY_DN10503_c0_g1	ANG	-
TRINITY_DN105040_c0_g1	species-specific	-
TRINITY_DN105049_c0_g1	ANG	-
TRINITY_DN105055_c1_g1	ANG	-
TRINITY_DN105082_c0_g1	ANG	-
TRINITY_DN10509_c1_g1	PAP	-
TRINITY_DN1050_c0_g1	ANG	-
TRINITY_DN105108_c0_g1	ANG	-
TRINITY_DN10510_c0_g1	SPE	-
TRINITY_DN10511_c0_g1	species-specific	-
TRINITY_DN10512_c1_g1	ANG	-
TRINITY_DN105131_c0_g1	ANG	-
TRINITY_DN105137_c0_g1	ANG	-
TRINITY_DN105142_c0_g1	ANG	-
TRINITY_DN105149_c1_g1	ANG	UP
TRINITY_DN10514_c0_g1	SPE	-
TRINITY_DN105150_c0_g1	ANG	-
TRINITY_DN105154_c0_g1	species-specific	-
TRINITY_DN105157_c0_g1	species-specific	-
TRINITY_DN10515_c0_g1	ANG	-
TRINITY_DN105166_c0_g1	species-specific	-
TRINITY_DN10516_c0_g1	ANG	-
TRINITY_DN10517_c0_g1	ANG	-
TRINITY_DN10517_c0_g2	ANG	-
TRINITY_DN10517_c1_g1	ANG	-
TRINITY_DN105188_c0_g1	ANG	-
TRINITY_DN10518_c1_g1	ANG	-
TRINITY_DN10518_c8_g1	ANG	-
TRINITY_DN10519_c0_g1	ANG	-
TRINITY_DN1051_c0_g1	ANG	-
TRINITY_DN10520_c0_g1	species-specific	-
TRINITY_DN10520_c0_g2	species-specific	-
TRINITY_DN105214_c0_g1	species-specific	-
TRINITY_DN105216_c0_g1	ANG	-
TRINITY_DN10521_c0_g1	SPE	-
TRINITY_DN105228_c0_g1	ANG	-
TRINITY_DN10522_c0_g1	ANG	-
TRINITY_DN10522_c1_g1	ANG	-
TRINITY_DN10522_c1_g2	SPE	-
TRINITY_DN10522_c1_g3	ANG	-
TRINITY_DN10522_c2_g2	ANG	-
TRINITY_DN10522_c2_g3	PAP	-
TRINITY_DN10522_c2_g4	ANG	-
TRINITY_DN105238_c0_g1	species-specific	-
TRINITY_DN10523_c0_g1	ANG	-
TRINITY_DN105240_c0_g1	species-specific	-
TRINITY_DN105252_c0_g1	species-specific	-
TRINITY_DN105254_c0_g1	ANG	-
TRINITY_DN105256_c0_g1	PAP	-
TRINITY_DN105259_c0_g1	species-specific	-
TRINITY_DN105264_c0_g1	species-specific	-
TRINITY_DN105271_c0_g1	ANG	-
TRINITY_DN105278_c0_g1	PAP	-
TRINITY_DN1052_c1_g1	ANG	-
TRINITY_DN105319_c0_g1	species-specific	-
TRINITY_DN10531_c0_g1	PAP	-
TRINITY_DN105323_c0_g1	species-specific	-
TRINITY_DN105328_c0_g1	species-specific	-
TRINITY_DN10532_c0_g1	PAP	-
TRINITY_DN10533_c0_g1	ANG	-
TRINITY_DN105342_c0_g1	EUD	-
TRINITY_DN105343_c1_g1	ANG	-
TRINITY_DN105348_c0_g1	ANG	-
TRINITY_DN105363_c0_g1	species-specific	-
TRINITY_DN105369_c0_g1	species-specific	-
TRINITY_DN10537_c0_g1	species-specific	-
TRINITY_DN10539_c1_g1	SPE	-
TRINITY_DN1053_c0_g1	SPE	-
TRINITY_DN105403_c0_g1	species-specific	-
TRINITY_DN105404_c0_g1	ANG	-
TRINITY_DN10541_c0_g1	species-specific	-
TRINITY_DN10542_c0_g1	PAP	-
TRINITY_DN105436_c0_g1	species-specific	-
TRINITY_DN10543_c0_g1	ANG	-
TRINITY_DN105444_c0_g1	species-specific	-
TRINITY_DN105455_c0_g1	PAP	-
TRINITY_DN105469_c0_g1	species-specific	-
TRINITY_DN105473_c1_g1	ANG	-
TRINITY_DN105480_c0_g1	ANG	-
TRINITY_DN105482_c0_g1	PAP	-
TRINITY_DN105488_c0_g1	species-specific	-
TRINITY_DN10548_c0_g1	PAP	-
TRINITY_DN105499_c0_g1	ROS	-
TRINITY_DN10549_c0_g1	ANG	-
TRINITY_DN1054_c0_g1	SPE	-
TRINITY_DN1054_c0_g2	ANG	-
TRINITY_DN1054_c0_g3	SPE	-
TRINITY_DN105508_c0_g1	PAP	-
TRINITY_DN105509_c0_g1	species-specific	-
TRINITY_DN10550_c0_g1	ANG	-
TRINITY_DN105510_c0_g1	SPE	-
TRINITY_DN105518_c0_g1	species-specific	-
TRINITY_DN10551_c0_g1	ANG	-
TRINITY_DN10552_c0_g1	species-specific	-
TRINITY_DN105531_c0_g1	species-specific	-
TRINITY_DN105533_c0_g1	ANG	-
TRINITY_DN105546_c0_g1	species-specific	-
TRINITY_DN105548_c0_g1	ROS	-
TRINITY_DN10554_c0_g1	ANG	-
TRINITY_DN105555_c0_g1	ANG	-
TRINITY_DN10555_c0_g1	species-specific	-
TRINITY_DN10555_c0_g2	species-specific	-
TRINITY_DN105562_c0_g1	PAP	-
TRINITY_DN10556_c0_g1	SPE	-
TRINITY_DN10557_c0_g1	ANG	-
TRINITY_DN10557_c0_g2	ANG	-
TRINITY_DN10557_c0_g3	ANG	-
TRINITY_DN105586_c0_g1	PAP	-
TRINITY_DN10558_c0_g2	ANG	-
TRINITY_DN105590_c0_g1	ANG	-
TRINITY_DN105598_c0_g1	species-specific	-
TRINITY_DN10559_c0_g1	ANG	-
TRINITY_DN1055_c0_g1	ANG	-
TRINITY_DN1055_c0_g2	ANG	-
TRINITY_DN1055_c0_g3	ANG	-
TRINITY_DN10560_c0_g1	ROS	-
TRINITY_DN105613_c0_g1	species-specific	-
TRINITY_DN105619_c0_g1	ANG	-
TRINITY_DN10561_c0_g1	ANG	-
TRINITY_DN10562_c0_g1	PAP	-
TRINITY_DN105634_c0_g1	species-specific	-
TRINITY_DN105639_c0_g1	species-specific	-
TRINITY_DN10563_c0_g1	PAP	DN
TRINITY_DN105654_c0_g1	ANG	-
TRINITY_DN105657_c0_g1	species-specific	-
TRINITY_DN10565_c0_g1	SPE	-
TRINITY_DN105666_c0_g1	species-specific	-
TRINITY_DN10566_c0_g1	SPE	-
TRINITY_DN105673_c0_g1	species-specific	-
TRINITY_DN105675_c0_g1	ANG	-
TRINITY_DN10567_c0_g1	ANG	-
TRINITY_DN10568_c0_g1	ANG	-
TRINITY_DN10568_c0_g2	ANG	-
TRINITY_DN105694_c0_g1	species-specific	-
TRINITY_DN105704_c0_g1	PAP	-
TRINITY_DN105709_c0_g1	species-specific	-
TRINITY_DN10570_c0_g1	ANG	-
TRINITY_DN10571_c0_g1	SPE	-
TRINITY_DN105726_c0_g1	species-specific	-
TRINITY_DN10572_c0_g1	ANG	-
TRINITY_DN105745_c0_g1	species-specific	-
TRINITY_DN10574_c0_g1	ANG	-
TRINITY_DN10574_c0_g2	ANG	-
TRINITY_DN105758_c0_g1	species-specific	-
TRINITY_DN10575_c0_g1	species-specific	-
TRINITY_DN10576_c0_g1	ANG	-
TRINITY_DN10576_c0_g2	ANG	-
TRINITY_DN10577_c0_g1	species-specific	-
TRINITY_DN10577_c0_g2	species-specific	-
TRINITY_DN105781_c0_g1	ANG	-
TRINITY_DN10578_c0_g1	ANG	-
TRINITY_DN105798_c0_g1	PAP	-
TRINITY_DN1057_c3_g1	SPE	-
TRINITY_DN105801_c0_g1	species-specific	-
TRINITY_DN105807_c0_g1	species-specific	-
TRINITY_DN10580_c0_g1	ANG	-
TRINITY_DN105819_c0_g1	ANG	-
TRINITY_DN105828_c0_g1	species-specific	-
TRINITY_DN10582_c0_g1	ANG	-
TRINITY_DN10583_c0_g1	ANG	-
TRINITY_DN105850_c0_g1	species-specific	-
TRINITY_DN105861_c0_g1	species-specific	-
TRINITY_DN105874_c0_g1	species-specific	-
TRINITY_DN105878_c0_g1	ANG	-
TRINITY_DN10587_c0_g1	species-specific	-
TRINITY_DN105881_c0_g1	EUD	-
TRINITY_DN10589_c0_g1	ANG	-
TRINITY_DN1058_c0_g1	ANG	-
TRINITY_DN105911_c0_g1	species-specific	-
TRINITY_DN10591_c0_g1	ANG	-
TRINITY_DN10592_c0_g1	ANG	-
TRINITY_DN105945_c0_g1	ANG	-
TRINITY_DN10595_c2_g1	species-specific	-
TRINITY_DN10596_c0_g1	ANG	-
TRINITY_DN10596_c0_g2	ANG	-
TRINITY_DN105974_c0_g1	species-specific	-
TRINITY_DN105977_c0_g1	species-specific	-
TRINITY_DN10597_c0_g1	FAB	DN
TRINITY_DN10598_c0_g1	ANG	-
TRINITY_DN105992_c0_g1	species-specific	-
TRINITY_DN10599_c0_g1	ANG	-
TRINITY_DN10599_c0_g2	ANG	-
TRINITY_DN1059_c0_g1	SPE	-
TRINITY_DN106009_c0_g1	species-specific	-
TRINITY_DN10600_c0_g1	ANG	-
TRINITY_DN106016_c1_g1	PAP	-
TRINITY_DN10601_c0_g1	species-specific	-
TRINITY_DN10601_c0_g2	species-specific	-
TRINITY_DN10601_c1_g1	species-specific	-
TRINITY_DN10602_c0_g1	ANG	-
TRINITY_DN106037_c0_g1	species-specific	-
TRINITY_DN106049_c0_g1	species-specific	-
TRINITY_DN10604_c0_g2	ANG	-
TRINITY_DN10604_c0_g3	ANG	-
TRINITY_DN106051_c0_g1	PAP	-
TRINITY_DN106054_c0_g1	species-specific	-
TRINITY_DN10605_c0_g1	ANG	-
TRINITY_DN10606_c0_g1	ANG	-
TRINITY_DN10606_c0_g2	SPE	-
TRINITY_DN106078_c0_g1	species-specific	-
TRINITY_DN10607_c0_g3	species-specific	-
TRINITY_DN10609_c0_g1	ANG	-
TRINITY_DN10609_c0_g2	ANG	-
TRINITY_DN10609_c1_g1	ANG	-
TRINITY_DN106103_c0_g1	species-specific	-
TRINITY_DN10610_c0_g1	ANG	-
TRINITY_DN106111_c0_g1	ANG	-
TRINITY_DN106115_c0_g1	species-specific	-
TRINITY_DN106118_c0_g1	species-specific	-
TRINITY_DN10613_c0_g1	ANG	-
TRINITY_DN106168_c0_g1	species-specific	-
TRINITY_DN10617_c0_g1	SPE	-
TRINITY_DN10617_c0_g2	SPE	-
TRINITY_DN10621_c0_g1	ANG	-
TRINITY_DN106222_c0_g1	SPE	-
TRINITY_DN10623_c0_g1	ANG	-
TRINITY_DN106243_c0_g1	ANG	-
TRINITY_DN10624_c0_g1	ANG	-
TRINITY_DN106262_c0_g1	species-specific	-
TRINITY_DN10626_c1_g1	SPE	-
TRINITY_DN106279_c0_g1	ANG	-
TRINITY_DN10627_c0_g1	ANG	-
TRINITY_DN106280_c0_g1	species-specific	-
TRINITY_DN106288_c0_g1	SPE	-
TRINITY_DN10628_c1_g1	species-specific	-
TRINITY_DN10629_c0_g1	ANG	-
TRINITY_DN1062_c0_g1	ANG	-
TRINITY_DN1062_c1_g1	species-specific	-
TRINITY_DN1062_c3_g1	species-specific	-
TRINITY_DN10630_c0_g1	ANG	-
TRINITY_DN10631_c0_g1	ANG	-
TRINITY_DN106326_c0_g1	ANG	-
TRINITY_DN10632_c0_g1	ANG	-
TRINITY_DN10632_c0_g2	ANG	-
TRINITY_DN10633_c0_g1	ANG	-
TRINITY_DN10633_c1_g1	species-specific	-
TRINITY_DN10634_c0_g1	ANG	-
TRINITY_DN10636_c0_g1	PAP	-
TRINITY_DN106374_c0_g1	species-specific	-
TRINITY_DN106376_c0_g1	species-specific	-
TRINITY_DN1063_c0_g1	ANG	-
TRINITY_DN1063_c1_g1	ANG	-
TRINITY_DN106405_c0_g1	ANG	-
TRINITY_DN10640_c0_g1	SPE	-
TRINITY_DN106419_c0_g1	species-specific	-
TRINITY_DN10641_c0_g1	ANG	-
TRINITY_DN106420_c0_g1	species-specific	-
TRINITY_DN10642_c0_g1	ROS	-
TRINITY_DN10643_c0_g1	PAP	-
TRINITY_DN106449_c0_g1	species-specific	-
TRINITY_DN10644_c0_g1	SPE	-
TRINITY_DN10645_c0_g1	ANG	-
TRINITY_DN106468_c0_g1	species-specific	-
TRINITY_DN106474_c0_g1	species-specific	-
TRINITY_DN10648_c0_g1	ANG	-
TRINITY_DN106499_c0_g1	species-specific	-
TRINITY_DN10649_c0_g1	species-specific	-
TRINITY_DN1064_c0_g1	ANG	-
TRINITY_DN106503_c0_g1	species-specific	-
TRINITY_DN10650_c0_g1	SPE	-
TRINITY_DN10651_c0_g1	PAP	-
TRINITY_DN10652_c0_g1	ANG	-
TRINITY_DN10653_c0_g1	ANG	-
TRINITY_DN106553_c0_g1	species-specific	-
TRINITY_DN106567_c0_g1	ANG	-
TRINITY_DN10656_c0_g1	PAP	-
TRINITY_DN10657_c0_g1	SPE	-
TRINITY_DN106580_c0_g1	species-specific	-
TRINITY_DN10658_c0_g1	ANG	-
TRINITY_DN10659_c0_g1	SPE	-
TRINITY_DN1065_c0_g1	PAP	-
TRINITY_DN106607_c0_g1	species-specific	-
TRINITY_DN10662_c0_g1	ANG	-
TRINITY_DN106638_c0_g1	species-specific	-
TRINITY_DN10663_c1_g1	SPE	-
TRINITY_DN10664_c0_g1	ANG	-
TRINITY_DN106661_c0_g1	ANG	-
TRINITY_DN106665_c0_g1	PAP	-
TRINITY_DN10667_c0_g2	SPE	-
TRINITY_DN10667_c0_g3	SPE	-
TRINITY_DN106694_c0_g1	FAB	-
TRINITY_DN10669_c0_g2	SPE	-
TRINITY_DN1066_c0_g1	ANG	-
TRINITY_DN106705_c0_g1	ANG	-
TRINITY_DN10671_c0_g1	ANG	-
TRINITY_DN106732_c0_g1	ANG	-
TRINITY_DN106739_c0_g1	ANG	-
TRINITY_DN10673_c0_g1	SPE	-
TRINITY_DN106746_c0_g1	species-specific	-
TRINITY_DN10674_c0_g1	ANG	-
TRINITY_DN10676_c0_g3	species-specific	-
TRINITY_DN10677_c0_g1	SPE	-
TRINITY_DN10678_c0_g1	PAP	-
TRINITY_DN10679_c0_g1	ROS	-
TRINITY_DN10679_c0_g2	PAP	-
TRINITY_DN1067_c0_g1	FAB	-
TRINITY_DN1067_c1_g1	ANG	-
TRINITY_DN106802_c1_g1	PAP	-
TRINITY_DN10680_c0_g1	PAP	-
TRINITY_DN106812_c0_g1	species-specific	-
TRINITY_DN106820_c0_g1	ANG	-
TRINITY_DN106821_c0_g1	species-specific	-
TRINITY_DN106841_c0_g1	ANG	-
TRINITY_DN106845_c0_g1	ANG	-
TRINITY_DN106847_c0_g1	species-specific	-
TRINITY_DN106851_c0_g1	PAP	-
TRINITY_DN10686_c0_g1	ANG	-
TRINITY_DN10688_c0_g2	ANG	-
TRINITY_DN106894_c0_g1	species-specific	-
TRINITY_DN106898_c0_g1	species-specific	-
TRINITY_DN10689_c0_g1	ANG	-
TRINITY_DN1068_c0_g1	SPE	-
TRINITY_DN106906_c0_g1	species-specific	-
TRINITY_DN10690_c0_g1	species-specific	-
TRINITY_DN10690_c0_g3	ANG	-
TRINITY_DN10691_c0_g1	ANG	-
TRINITY_DN106926_c0_g1	species-specific	-
TRINITY_DN106929_c0_g1	species-specific	-
TRINITY_DN10693_c0_g1	species-specific	-
TRINITY_DN106943_c0_g1	species-specific	-
TRINITY_DN106945_c0_g1	EUD	-
TRINITY_DN106951_c0_g1	species-specific	-
TRINITY_DN10695_c0_g1	ANG	-
TRINITY_DN10696_c0_g1	PAP	-
TRINITY_DN106985_c0_g1	ANG	-
TRINITY_DN10698_c0_g1	ANG	-
TRINITY_DN10699_c0_g1	ANG	-
TRINITY_DN1069_c0_g1	species-specific	-
TRINITY_DN106_c2_g1	ANG	-
TRINITY_DN106_c5_g2	species-specific	-
TRINITY_DN107001_c0_g1	species-specific	-
TRINITY_DN10700_c0_g1	SPE	DN
TRINITY_DN107017_c0_g1	species-specific	-
TRINITY_DN107018_c0_g1	ANG	-
TRINITY_DN107020_c0_g1	ROS	-
TRINITY_DN107030_c0_g1	PAP	-
TRINITY_DN107047_c0_g1	species-specific	-
TRINITY_DN10704_c0_g1	ANG	-
TRINITY_DN10706_c0_g1	ANG	-
TRINITY_DN10707_c0_g1	SPE	-
TRINITY_DN107086_c0_g1	ANG	-
TRINITY_DN10708_c0_g2	ANG	-
TRINITY_DN10709_c0_g1	ANG	-
TRINITY_DN107103_c0_g1	species-specific	-
TRINITY_DN107109_c0_g1	ANG	-
TRINITY_DN10710_c0_g1	ANG	-
TRINITY_DN10711_c2_g1	ANG	-
TRINITY_DN107120_c0_g1	species-specific	-
TRINITY_DN10712_c0_g1	SPE	-
TRINITY_DN107137_c0_g1	ANG	-
TRINITY_DN107145_c0_g1	species-specific	-
TRINITY_DN107163_c0_g1	species-specific	-
TRINITY_DN107170_c0_g1	PAP	-
TRINITY_DN10717_c1_g2	species-specific	-
TRINITY_DN107187_c0_g1	species-specific	-
TRINITY_DN10718_c0_g1	ANG	UP
TRINITY_DN10719_c0_g1	species-specific	-
TRINITY_DN1071_c1_g1	SPE	-
TRINITY_DN1071_c1_g2	SPE	-
TRINITY_DN107209_c0_g1	SPE	-
TRINITY_DN107212_c0_g1	species-specific	-
TRINITY_DN10721_c0_g1	SPE	-
TRINITY_DN107244_c0_g1	species-specific	-
TRINITY_DN107248_c0_g1	species-specific	-
TRINITY_DN10724_c0_g1	species-specific	-
TRINITY_DN10724_c0_g2	species-specific	-
TRINITY_DN107254_c0_g1	PAP	-
TRINITY_DN10725_c0_g1	PAP	-
TRINITY_DN10725_c0_g2	PAP	-
TRINITY_DN107269_c0_g1	species-specific	-
TRINITY_DN10726_c0_g1	ANG	-
TRINITY_DN107276_c0_g1	ANG	-
TRINITY_DN107286_c0_g1	SPE	-
TRINITY_DN1072_c0_g1	ANG	-
TRINITY_DN107302_c0_g1	species-specific	-
TRINITY_DN107305_c0_g1	PAP	-
TRINITY_DN107319_c0_g1	PAP	-
TRINITY_DN10732_c0_g1	ANG	-
TRINITY_DN10732_c0_g2	ANG	-
TRINITY_DN10734_c0_g1	ANG	-
TRINITY_DN10735_c0_g1	ANG	-
TRINITY_DN10737_c0_g1	SPE	-
TRINITY_DN10738_c0_g1	SPE	-
TRINITY_DN10739_c0_g1	ANG	-
TRINITY_DN1073_c0_g1	ANG	-
TRINITY_DN107404_c0_g1	species-specific	-
TRINITY_DN107408_c0_g1	species-specific	-
TRINITY_DN107409_c0_g1	species-specific	-
